NAME_CANDIDATE,CON_LOC,CON_LOCAL,CON_LITERAL,CON_INVOCATION,CON_IF,CON_CONDITIONAL,CON_SWITCH,CON_VAR_ACCESS,CON_TYPE_ACCESS,CON_FIELD_ACCESS,CON_ASSERT,CON_ASSIGN,CON_TYPED_ELEMENTS,CON_PACKAGE,LOC_CANDIDATE,NUM_LOCAL,NUM_LITERAL,NUM_INVOCATION,NUM_IF,NUM_CONDITIONAL,NUM_SWITCH,NUM_VAR_ACCESS,NUM_TYPE_ACCESS,NUM_FIELD_ACCESS,NUM_ASSIGN,NUM_TYPED_ELE,NUM_PACKAGE,LOC_RATIO,VAR_ACCESS_COUPLING,VAR_ACCESS_COUPLING_2,VAR_ACCESS_COHESION,VAR_ACCESS_COHESION_2,FIELD_ACCESS_COUPLING,FIELD_ACCESS_COUPLING_2,FIELD_ACCESS_COHESION,FIELD_ACCESS_COHESION_2,INVOCATION_COUPLING,INVOCATION_COHESION,TYPE_ACCESS_COUPLING,TYPE_ACCESS_COUPLING_2,TYPE_ACCESS_COHESION,TYPE_ACCESS_COHESION_2,TYPED_ELEMENTS_COUPLING,TYPED_ELEMENTS_COHESION,PACKAGE_COUPLING,PACKAGE_COUPLING_2,PACKAGE_COHESION,PACKAGE_COHESION_2
getPsiElement,11,5,0,7,2,0,0,13,2,0,0,1,31,49,7,2,1,3,1,1,0,7,1,1,0,22,31,0.388888888888889,1,1,0.5,0.25,1,0,0.25,0,1,0.25,1,0,0.25,0,1,0.5,1,0.366666666666667,0.75,0.75
get,5,2,0,3,1,1,0,7,1,1,0,0,21,31,7,1,1,2,1,0,0,8,2,2,1,17,38,0.583333333333333,1,1,0.666666666666667,0.666666666666667,1,0,0.666666666666667,0,1,0.333333333333333,1,0,0.666666666666667,0,1,0.666666666666667,0.857142857142857,0,1,0
findElement,61,11,1,36,14,1,0,65,17,2,0,4,177,406,54,8,1,35,11,0,0,76,8,0,6,192,359,0.469565217391304,1,0.733333333333333,0.384615384615385,0.538461538461538,0,0,0,0,1,0.230769230769231,0.5,0,0.538461538461538,0,1,0.384615384615385,1,0,0.461538461538462,0
addNewRegions,9,7,0,6,0,0,0,17,7,3,0,0,41,123,42,12,1,35,5,2,0,56,11,7,1,147,370,0.823529411764706,1,1,0.25,0.25,1,0,0.25,0,1,0.25,1,0,0.25,0,1,0.25,1,1,0.25,0.5
removeInvalidRegions,9,7,0,6,0,0,0,17,7,3,0,0,41,123,51,14,1,37,9,0,0,59,8,3,2,154,306,0.85,1,1,0.5,0.25,1,0,0.25,0,1,0.25,1,1,0.25,0.25,1,0.5,1,1,0.25,0.25
getValidHandler,7,1,0,7,2,0,0,17,4,0,0,0,36,141,13,2,1,6,3,0,0,10,3,0,0,26,57,0.65,1,1,0.25,0.25,0,0,0,0,1,0.25,1,0,0.25,0,1,0.25,1,0.727272727272727,0.25,0.75
expandRange,10,5,0,14,1,0,0,19,5,1,0,2,49,128,16,3,1,12,4,0,0,31,6,4,2,95,70,0.615384615384615,1,1,0.25,0.25,0.8,0,0.5,0,1,0.25,0.666666666666667,0,0.5,0,1,0.25,0.666666666666667,0.5,0.5,1
findCommentedRange,70,17,1,42,12,0,0,115,48,35,0,15,269,400,56,13,1,33,12,0,0,66,26,16,7,196,275,0.444444444444444,1,1,0.153846153846154,0.076923076923077,1,0.4375,0.076923076923077,0.384615384615385,1,0.076923076923077,1,0.338983050847458,0.076923076923077,0.615384615384615,1,0.153846153846154,1,1,0.076923076923077,0.153846153846154
findCommenter,70,17,1,42,12,0,0,115,48,35,0,15,269,400,7,2,0,5,1,0,0,9,3,0,0,20,62,0.090909090909091,1,1,0.25,0.25,0,0,0,0,1,0.25,1,0,0.25,0,1,0.25,1,0,0.5,0
getCommenter,5,2,0,5,1,0,0,9,3,0,0,0,20,62,13,4,1,10,2,1,0,22,4,0,1,52,137,0.722222222222222,1,1,0.333333333333333,0.333333333333333,0,0,0,0,1,0.166666666666667,1,1,0.333333333333333,0.166666666666667,1,0.333333333333333,1,0,0.333333333333333,0
getSelectedDescriptor,5,2,0,6,1,0,0,4,3,0,0,0,20,22,9,2,1,2,2,0,0,4,2,0,0,15,18,0.642857142857143,1,0,0.333333333333333,0,0,0,0,0,1,0.333333333333333,1,0.333333333333333,0.333333333333333,0.333333333333333,1,0.333333333333333,1,0.5,0.333333333333333,0.666666666666667
getBraceMatcherByFileType,30,5,0,6,9,0,0,26,8,1,0,1,62,104,13,2,1,6,2,0,0,12,4,2,1,28,61,0.302325581395349,1,0,0.5,0,1,0,0.5,0,1,0.25,1,0.666666666666667,0.25,0.5,1,0.5,1,0.580645161290323,0.5,0.75
addOccurrenceHighlight,8,2,0,2,2,0,0,15,2,3,0,2,23,68,8,1,1,3,2,0,0,11,1,0,0,21,86,0.5,1,1,0.333333333333333,0.666666666666667,0,0,0,0,1,0.333333333333333,0.5,0,0.333333333333333,0,1,0.333333333333333,0,0,0,0
getScrollMarkColor,26,13,0,26,3,0,0,35,4,2,0,1,85,167,8,0,1,5,2,0,0,4,0,0,0,14,26,0.235294117647059,0.8,0,0.666666666666667,0,0,0,0,0,1,0.333333333333333,0,0,0,0,1,0.333333333333333,0.666666666666667,0,0.666666666666667,0
getScrollMarkColor,8,2,0,2,2,0,0,15,2,3,0,2,23,68,8,0,1,5,2,0,0,4,0,0,0,14,26,0.5,0.8,0,0.666666666666667,0,0,0,0,0,1,0.333333333333333,0,0,0,0,1,1,0.666666666666667,0,0.666666666666667,0
findAnyElementAt,41,11,0,25,7,0,0,47,8,1,0,1,112,238,6,1,1,2,1,0,0,8,0,0,1,19,29,0.127659574468085,0.75,0.5,0.666666666666667,0.666666666666667,0,0,0,0,1,0.333333333333333,0,0,0,0,1,0.333333333333333,0.106382978723404,0,0.666666666666667,0
getHandlers,41,11,0,25,7,0,0,47,8,1,0,1,112,238,9,2,1,7,1,0,0,7,2,0,0,21,51,0.18,1,0,0.25,0,0,0,0,0,1,0.25,1,0.333333333333333,0.25,0.25,1,0.25,1,0,1,0
getText3,4,0,0,12,0,0,0,12,6,0,0,0,35,84,9,2,0,3,1,0,0,7,2,0,2,17,31,0.692307692307692,1,1,0.5,0.25,0,0,0,0,1,0.25,1,0,0.25,0,1,0.5,0.904761904761905,0,1,0
_getRawIcon,7,1,0,6,2,0,0,12,4,2,0,1,31,45,22,3,1,10,6,0,0,17,11,3,0,56,79,0.758620689655172,1,0,0.571428571428571,0,1,0,0.142857142857143,0,1,0.142857142857143,1,1,0.142857142857143,0.285714285714286,1,0.571428571428571,1,1,0.428571428571429,0.428571428571429
getName,4,0,0,12,0,0,0,12,6,0,0,0,35,84,23,4,1,7,6,0,0,20,5,0,5,50,77,0.851851851851852,1,1,0.428571428571429,0.142857142857143,0,0,0,0,1,0.142857142857143,1,0,0.142857142857143,0,1,0.428571428571429,1,0.962962962962963,0.142857142857143,1
getRawIcon,4,0,0,12,0,0,0,12,6,0,0,0,35,84,9,1,1,6,2,0,0,12,4,2,1,31,46,0.692307692307692,1,1,0.75,0.25,1,0,0.25,0,1,0.25,1,0.5,0.25,0.5,1,0.75,1,0,1,0
truncatePrefix,10,3,0,5,2,0,0,18,4,2,0,1,39,67,17,2,1,12,4,0,0,15,1,0,0,40,60,0.62962962962963,1,1,0.333333333333333,0.166666666666667,0,0,0,0,1,0.166666666666667,1,0,0.166666666666667,0,1,0.333333333333333,1,0,0.5,0
createLeftGreedyMarker,19,3,0,18,4,1,0,27,18,12,0,5,88,111,4,1,1,3,0,0,0,5,1,1,0,12,16,0.173913043478261,1,0.5,0.666666666666667,0.333333333333333,0.5,0,0.333333333333333,0,1,0.333333333333333,0.083333333333333,0,0.333333333333333,0,1,0.666666666666667,0.523809523809524,0,1,0
getLookupAction,46,7,0,35,11,0,0,45,15,2,0,0,128,203,6,1,1,4,1,0,0,6,3,0,0,25,40,0.115384615384615,1,0.25,0.333333333333333,0.666666666666667,0,0,0,0,1,0.333333333333333,1,0.666666666666667,0.333333333333333,0.666666666666667,1,0.333333333333333,1,0.529411764705882,0.333333333333333,1
layoutStatusIcons,15,3,0,20,3,0,0,24,16,15,0,0,76,87,11,7,1,18,0,3,0,31,10,14,0,87,79,0.423076923076923,1,1,0.3,0.3,1,1,0.3,0.2,1,0.2,1,0.5,0.1,0.7,1,0.3,1,1,0.1,0.1
createSortingAction,5,2,1,9,0,0,0,6,6,1,0,0,29,37,11,2,1,7,0,2,0,6,6,1,0,33,24,0.6875,1,0,0.666666666666667,0,1,0,0.333333333333333,0,1,0.666666666666667,1,0,0.666666666666667,0,1,0.666666666666667,1,0,0.666666666666667,0
updateScrollbarVisibility,17,2,0,10,4,0,0,25,14,14,0,3,66,80,4,1,1,5,0,1,0,8,6,6,0,28,24,0.190476190476191,1,1,0.666666666666667,0.333333333333333,1,0.125,0.333333333333333,0.333333333333333,1,0.333333333333333,1,0.285714285714286,0.333333333333333,1,1,0.666666666666667,1,1,0.666666666666667,0.333333333333333
itemPattern,11,2,0,6,3,0,0,8,2,0,0,0,22,39,4,2,0,3,0,1,0,6,2,1,0,17,27,0.266666666666667,1,1,0.333333333333333,0.333333333333333,1,0,0.333333333333333,0,1,0.333333333333333,1,0,0.666666666666667,0,1,0.666666666666667,1,0.6,0.333333333333333,1
rebuildItemCache,8,3,0,7,0,1,0,10,6,3,0,0,27,67,7,1,0,4,0,0,0,5,5,4,0,20,33,0.466666666666667,1,0,0.25,0,1,0,0.25,0,1,0.25,0.625,0,1,0,1,0.25,0.403225806451613,0,1,0
getDocInfo,6,1,0,3,1,0,0,6,4,2,0,2,20,48,10,2,1,3,2,0,0,6,5,2,0,24,37,0.625,1,0.5,0.4,0.2,0.5,0,0.2,0,1,0.2,1,0,0.4,0,1,0.4,1,0.555555555555556,0.4,1
process,33,11,1,27,5,0,0,45,13,2,0,1,120,307,72,6,1,24,16,0,1,99,9,9,18,225,240,0.685714285714286,1,1,0.25,0.25,1,0,0.25,0,1,0.25,1,0,0.25,0,1,0.25,0,0,0,0
offsetsFromElements,8,3,0,4,1,0,0,10,4,1,0,0,27,36,9,3,1,6,0,0,0,11,0,0,0,29,39,0.529411764705882,1,0.666666666666667,0.25,0.5,0,0,0,0,1,0.25,0,0,0,0,1,0.25,1,0.916666666666667,0.5,1
computeDescriptionMatchingPrefix,36,11,1,31,8,0,0,51,9,2,0,0,135,253,14,3,1,5,2,0,0,10,1,0,0,26,25,0.28,1,1,0.5,0.5,0,0,0,0,1,0.25,0.333333333333333,0,0.25,0,1,0.5,0.142857142857143,0,1,0
getCustomTemplatesLookupItems,17,5,1,19,3,0,0,24,9,0,0,0,64,189,12,4,1,5,2,0,0,15,3,0,0,32,108,0.413793103448276,1,1,0.25,0.25,0,0,0,0,1,0.25,1,0,0.25,0,1,0.25,1,1,0.5,0.25
filterTemplatesByPrefix,17,5,1,19,3,0,0,24,9,0,0,0,64,189,38,11,1,31,8,0,0,51,9,2,0,135,258,0.690909090909091,1,1,0.142857142857143,0.142857142857143,1,0,0.142857142857143,0,1,0.142857142857143,1,1,0.142857142857143,0.142857142857143,1,0.142857142857143,1,1,0.285714285714286,0.142857142857143
showTemplatesLookup,17,5,1,19,3,0,0,24,9,0,0,0,64,189,7,3,1,8,0,0,0,11,5,0,0,30,104,0.291666666666667,1,0.5,0.666666666666667,0.333333333333333,0,0,0,0,1,0.333333333333333,1,0,0.333333333333333,0,1,0.666666666666667,1,0,1,0
createActionGroup,8,2,1,9,2,0,0,9,6,0,0,0,31,66,22,6,1,15,3,0,0,23,4,0,0,60,166,0.733333333333333,1,0.727272727272727,0.333333333333333,0.666666666666667,0,0,0,0,1,0.111111111111111,1,0,0.222222222222222,0,1,0.111111111111111,1,0.88,0.666666666666667,0.666666666666667
removeAllParsed,22,3,0,12,1,0,0,49,17,26,0,13,96,169,5,0,1,1,0,0,0,4,4,4,3,19,24,0.185185185185185,1,0,0.25,0,1,0,0.25,0,1,0.25,0.222222222222222,0,1,0,1,0.25,0.8,0.10126582278481,0.5,1
createTemplate,32,16,0,32,3,0,0,63,25,17,0,2,147,320,14,1,1,9,3,0,0,22,7,7,0,41,131,0.304347826086957,1,1,0.2,0.2,1,0,0.2,0,1,0.2,0.291666666666667,0,0.2,0,1,0.2,0.378787878787879,0,1,0
getListWithLimit,60,12,1,32,11,0,0,66,21,24,0,4,161,269,12,0,1,9,3,0,0,13,10,7,0,53,74,0.166666666666667,1,0,0.75,0,1,0,0.5,0,1,0.25,1,0,0.25,0,1,0.75,1,0,0.25,0
insertText,64,15,1,44,10,1,0,108,33,24,0,8,268,496,30,5,1,8,6,0,0,33,6,10,2,71,100,0.319148936170213,1,1,0.4,0.4,1,1,0.4,0.2,1,0.2,0.166666666666667,0,0.8,0,1,0.4,0.293413173652695,0,1,0
reset,14,5,1,9,1,0,0,16,3,2,0,2,40,78,5,1,1,12,0,3,0,11,12,4,0,50,70,0.263157894736842,1,0,1,0,1,0,0.25,0,1,0.25,1,1,0.75,0.5,1,1,1,0.5,0.75,0.75
showUsages,3,1,1,12,0,3,0,11,12,4,0,0,47,68,16,5,1,9,1,0,0,16,3,2,2,40,78,0.842105263157895,1,1,0.2,0.4,1,0,0.2,0,1,0.2,1,0,0.2,0,1,0.2,1,1,0.2,0.6
createTemplate,15,6,1,18,2,0,0,20,7,0,0,0,56,120,4,1,1,3,0,0,0,4,1,0,0,12,28,0.210526315789474,0.5,0,0.333333333333333,0,0,0,0,0,1,0.333333333333333,0.2,0,0.333333333333333,0,1,0.333333333333333,0.192307692307692,0,0.666666666666667,0
findTargetElement,12,4,0,8,1,0,0,16,3,0,0,1,38,106,11,4,1,10,2,0,0,16,0,0,0,38,56,0.478260869565217,1,1,0.2,0.4,0,0,0,0,1,0.2,0,0,0,0,1,0.2,0.137931034482759,0,0.8,0
determineDirectoryToInspect,22,4,0,11,4,0,0,19,9,0,0,9,61,102,18,3,1,6,3,0,0,11,3,2,0,33,50,0.45,1,0,0.5,0,1,0,0.25,0,1,0.25,1,0.2,0.25,0.5,1,0.5,1,0.090909090909091,0.25,0.5
selectScopeAndRunInspection,8,3,0,5,2,1,0,15,3,1,0,1,39,89,10,3,1,13,1,1,0,24,10,1,1,68,214,0.555555555555556,1,0.857142857142857,0.428571428571429,0.714285714285714,1,0,0.142857142857143,0,1,0.285714285714286,1,0,0.142857142857143,0,1,0.428571428571429,1,0,0.285714285714286,0
initProfiles,9,2,0,4,2,0,0,7,7,3,0,0,28,31,9,0,1,6,2,0,0,6,9,6,0,34,42,0.5,1,0,0.25,0,1,0,0.25,0,1,0.25,0.7,0,1,0,1,0.25,1,0.557377049180328,0.25,1
composeDescription,38,7,1,22,5,0,0,41,6,1,0,2,111,218,51,12,1,51,5,2,0,67,20,0,9,211,362,0.573033707865169,1,1,0.2,0.133333333333333,0,0,0,0,1,0.066666666666667,1,1,0.066666666666667,0.133333333333333,1,0.2,1,1,0.2,0.2
getTool,6,3,0,5,1,0,0,8,3,0,0,0,21,48,4,2,0,3,0,0,0,5,2,1,0,13,32,0.4,1,0.5,0.333333333333333,0.333333333333333,1,0,0.333333333333333,0,1,0.333333333333333,1,0.5,0.333333333333333,0.333333333333333,1,0.333333333333333,1,0.521739130434783,0.333333333333333,1
getState,10,3,0,9,2,0,0,17,4,2,0,0,38,123,14,3,1,6,1,0,0,12,0,0,3,31,63,0.583333333333333,1,0,0.5,0,0,0,0,0,1,0.25,0,0,0,0,1,0.5,0.777777777777778,0.56,0.25,1
traverseNodes,10,3,0,7,1,0,0,10,4,0,0,0,26,72,12,3,1,9,2,0,0,17,4,2,0,41,123,0.545454545454545,1,1,0.4,0.2,1,0,0.2,0,1,0.2,1,0,0.8,0,1,0.8,1,1,0.4,0.2
addOptions,5,1,0,2,1,0,0,3,2,1,0,0,11,15,4,0,1,3,0,0,0,4,4,3,1,17,27,0.444444444444444,1,0,1,0,1,0,1,0,1,0.333333333333333,1,0.75,0.333333333333333,1,1,1,1,0.888888888888889,0.333333333333333,1
checkFileLoadedInWrongEncoding,27,6,0,16,7,0,0,29,5,0,0,0,70,162,9,0,1,6,2,0,0,11,5,2,0,33,104,0.25,1,0.5,0.333333333333333,0.666666666666667,1,0,0.333333333333333,0,1,0.333333333333333,1,0,0.333333333333333,0,1,0.666666666666667,1,0,0.333333333333333,0
createDataContext,7,5,0,8,1,1,0,12,2,0,0,0,34,57,5,3,1,9,0,1,0,8,7,0,0,31,71,0.416666666666667,1,1,0.25,0.25,0,0,0,0,1,0.25,1,1,0.75,0.25,1,0.75,1,1,0.75,0.25
getView,3,3,0,4,0,0,0,7,2,0,0,0,19,32,6,1,1,3,1,1,0,5,1,0,0,18,21,0.666666666666667,1,0,0.666666666666667,0,0,0,0,0,1,0.333333333333333,1,0,0.333333333333333,0,1,0.666666666666667,1,0.6875,0.333333333333333,1
patchMainTextAttrs,3,1,0,8,0,1,0,10,4,2,0,0,24,42,11,0,1,10,3,0,0,11,5,2,0,42,75,0.785714285714286,1,1,1,0.25,1,0,0.25,0,1,0.25,1,0.5,0.25,0.25,1,0.75,1,0,0.25,0
getMainForegroundAttributes,3,1,0,8,0,1,0,10,4,2,0,0,24,42,16,3,0,9,4,0,0,20,6,4,3,47,73,0.842105263157895,1,1,0.6,0.2,1,0,0.2,0,1,0.2,1,0,0.4,0,1,0.6,1,0,1,0
getSuppressContent,18,5,0,9,4,1,0,14,6,0,0,1,44,94,5,3,1,5,0,2,0,6,3,0,0,22,28,0.217391304347826,1,0,0.5,0,0,0,0,0,1,0.25,1,0,0.25,0,1,0.5,1,0,0.5,0
preProcess,3,1,0,4,0,0,0,8,4,4,0,0,17,41,20,1,0,13,5,0,0,20,19,19,0,72,101,0.869565217391304,1,0,0.142857142857143,0,1,0,0.142857142857143,0,1,0.142857142857143,0.863636363636364,0,1,0,1,0.142857142857143,1,0.778688524590164,0.142857142857143,1
postProcess,3,1,0,4,0,0,0,8,4,4,0,0,17,41,20,1,0,13,5,0,0,20,19,19,0,72,101,0.869565217391304,1,0,0.142857142857143,0,1,0,0.142857142857143,0,1,0.142857142857143,0.863636363636364,0,1,0,1,0.142857142857143,1,0.778688524590164,0.142857142857143,1
process,3,1,0,4,0,0,0,8,4,4,0,0,17,41,20,1,0,13,5,0,0,20,19,19,0,72,101,0.869565217391304,1,0,0.142857142857143,0,1,0,0.142857142857143,0,1,0.142857142857143,0.863636363636364,0,1,0,1,0.142857142857143,1,0.778688524590164,0.142857142857143,1
showEditorDialog,3,1,0,5,0,0,0,6,5,4,0,0,17,31,10,1,1,11,1,0,0,11,0,0,0,26,48,0.769230769230769,1,1,0.5,0.5,0,0,0,0,1,0.25,0,0,0,0,1,0.5,0.583333333333333,0,0.5,0
showEditorDialog,6,1,0,9,0,0,0,6,6,3,0,0,24,31,10,1,1,11,1,0,0,11,0,0,0,26,48,0.625,1,1,0.5,0.5,0,0,0,0,1,0.25,0,0,0,0,1,0.5,0.65625,0,0.5,0
addAdditionalTabComponent,10,0,0,7,1,0,0,9,4,0,0,0,25,92,5,1,0,7,0,0,0,10,3,1,0,24,78,0.333333333333333,1,1,0.5,0.75,1,0,0.25,0,1,0.25,0.6,0,0.75,0,1,0.5,1,0.857142857142857,0.25,1
isEnabledAndVisible,3,1,0,5,0,0,0,8,2,1,0,0,17,61,10,2,1,11,2,1,0,10,5,1,1,43,63,0.769230769230769,1,1,0.4,0.6,0.5,0,0.2,0,1,0.2,1,0.666666666666667,0.4,0.4,1,0.4,1,0.4,0.6,0.8
writeDiff,3,1,0,2,0,0,0,9,2,4,0,0,17,39,12,3,0,8,1,0,0,13,3,0,0,29,89,0.8,1,1,0.571428571428571,0.142857142857143,0,0,0,0,1,0.142857142857143,1,0,0.142857142857143,0,1,0.571428571428571,1,0,0.142857142857143,0
getLeaves,8,3,0,4,1,0,0,6,3,0,0,0,19,47,13,3,0,5,2,0,0,9,2,0,0,22,59,0.619047619047619,1,0.5,0.333333333333333,0.333333333333333,0,0,0,0,1,0.333333333333333,1,0,0.333333333333333,0,1,0.333333333333333,1,0.916666666666667,0.333333333333333,0.333333333333333
getTargetsFor,21,5,0,13,5,2,0,28,12,5,0,4,81,108,14,3,1,8,2,0,0,9,6,1,0,30,62,0.4,1,0,0.4,0,0.5,0,0.2,0,1,0.2,1,1,0.4,0.2,1,0.4,1,0,0.2,0
buildNodes,42,9,0,35,3,0,0,45,11,5,0,1,123,199,24,10,0,13,1,0,0,22,6,1,0,60,121,0.363636363636364,1,1,0.2,0.2,1,0,0.2,0,1,0.2,1,1,0.2,0.2,1,0.2,1,1,0.4,0.2
updateText,10,1,0,18,0,0,0,16,17,12,0,1,56,98,42,10,1,39,8,1,0,40,10,5,3,135,282,0.807692307692308,1,0.333333333333333,0.75,0.125,1,0.5,0.125,0.125,1,0.375,1,0.25,0.375,0.625,1,0.75,1,0,0.875,0
getActiveProviderKeys,14,3,0,8,4,0,0,8,6,2,0,0,35,58,6,2,0,3,0,0,0,4,1,1,0,12,26,0.3,1,1,0.666666666666667,0.333333333333333,1,0,0.333333333333333,0,1,0.333333333333333,0.25,0,0.333333333333333,0,1,0.666666666666667,0.727272727272727,0,1,0
getActiveProviderKeys,40,9,1,32,6,0,0,36,24,10,0,0,127,232,6,2,0,3,0,0,0,4,1,1,0,12,26,0.130434782608696,1,1,0.666666666666667,0.333333333333333,1,0,0.333333333333333,0,1,0.333333333333333,0.071428571428572,0,0.333333333333333,0,1,0.666666666666667,0.583333333333333,0.4,1,1
checkBeforeRunTasksAbility,10,1,0,18,0,0,0,16,17,12,0,1,56,98,16,3,1,8,4,0,0,8,6,2,0,39,58,0.615384615384615,1,1,0.2,0.2,0.4,0,0.4,0,1,0.2,1,0.222222222222222,0.2,0.8,1,0.2,1,0.454545454545455,0.4,0.4
getAvailableConfigurations,8,2,0,5,1,0,0,7,1,0,0,0,20,40,15,6,1,13,2,0,0,14,4,0,0,46,86,0.652173913043478,1,1,0.333333333333333,0.166666666666667,0,0,0,0,1,0.166666666666667,1,0,0.166666666666667,0,1,0.333333333333333,1,1,0.833333333333333,0.5
getCompatibleTarget,17,5,0,14,3,0,0,18,5,0,0,0,50,83,11,1,0,8,1,0,0,6,4,0,0,22,68,0.392857142857143,1,0.75,0.333333333333333,0.666666666666667,0,0,0,0,1,0.333333333333333,1,0,0.666666666666667,0,1,0.666666666666667,1,0,0.666666666666667,0
doReset,9,1,0,6,2,0,0,9,6,3,0,2,28,38,12,3,1,14,0,0,0,21,13,10,2,71,92,0.571428571428571,1,0,0.454545454545455,0,1,1,0.272727272727273,0.272727272727273,1,0.090909090909091,1,1,0.545454545454545,0.363636363636364,1,0.545454545454545,1,0,0.272727272727273,0
getRawIcon,5,2,0,4,1,1,0,7,4,0,0,0,18,36,8,3,1,3,1,1,0,9,1,1,1,23,35,0.615384615384615,1,0.666666666666667,0.2,0.4,1,0,0.2,0,1,0.2,1,0,0.2,0,1,0.4,1,0,0.6,0
createConsolePanel,19,6,0,16,2,0,0,28,17,9,0,0,75,128,6,1,0,5,0,0,0,8,3,2,0,19,44,0.24,1,0,0.8,0,1,0,0.2,0,1,0.2,1,0,0.4,0,1,0.8,1,0.736842105263158,0.6,1
getEnvironment,8,2,1,15,1,1,0,12,7,1,0,0,41,64,13,4,1,9,3,1,0,11,4,0,1,39,45,0.619047619047619,1,0.5,0.333333333333333,0.666666666666667,0,0,0,0,1,0.333333333333333,1,0,0.666666666666667,0,1,0.666666666666667,1,0.379310344827586,0.333333333333333,1
getEnvironment,3,3,0,6,0,1,0,8,3,0,0,0,33,37,13,4,1,9,3,1,0,11,4,0,1,39,45,0.8125,1,0.666666666666667,0.333333333333333,0.666666666666667,0,0,0,0,1,0.333333333333333,1,0,0.666666666666667,0,1,0.666666666666667,1,0.55,0.333333333333333,1
addAdditionalConsoleEditorActions,3,1,1,6,0,0,0,8,4,0,0,0,23,45,8,2,0,4,1,0,0,7,2,0,0,17,37,0.727272727272727,1,1,0.666666666666667,0.333333333333333,0,0,0,0,1,0.333333333333333,1,0,0.333333333333333,0,1,0.666666666666667,0,0,0,0
createDescriptor,5,1,0,4,0,0,0,8,5,2,0,1,20,32,22,3,1,14,5,0,0,28,12,12,0,72,97,0.814814814814815,1,1,0.625,0.25,1,1,0.625,0.375,1,0.25,1,0,0.25,0,1,0.625,1,0,0.625,0
remove,6,2,0,12,0,0,0,18,8,6,0,0,42,101,8,1,1,8,1,0,0,8,7,4,0,35,59,0.571428571428571,1,0.666666666666667,0.4,0.4,1,0.666666666666667,0.4,0.4,1,0.2,0.583333333333333,0,1,0,1,0.4,1,0.474576271186441,0.2,1
updateSelection,5,0,0,8,1,0,0,7,7,4,0,0,26,55,17,5,1,8,2,0,0,16,5,4,0,44,62,0.772727272727273,1,1,0.75,0.5,1,0,0.25,0,1,0.5,0.5,0,0.75,0,1,0.75,1,0.659574468085106,0.25,1
updateSelection,6,1,0,8,1,0,0,8,7,4,0,0,28,59,17,5,1,8,2,0,0,16,5,4,0,44,62,0.739130434782609,1,1,0.75,0.5,1,0,0.25,0,1,0.5,0.5,0,0.75,0,1,0.75,1,0.659574468085106,0.25,1
createTabInfoFor,5,0,0,8,1,0,0,7,7,4,0,0,26,55,8,2,0,12,0,0,0,18,8,6,0,47,103,0.615384615384615,1,1,0.571428571428571,0.285714285714286,1,0,0.285714285714286,0,1,0.142857142857143,1,0.6,0.142857142857143,0.714285714285714,1,0.571428571428571,1,0.818181818181818,0.285714285714286,0.857142857142857
revalidateCell,5,0,0,8,1,0,0,7,7,4,0,0,26,55,17,0,1,13,3,0,0,12,12,11,1,55,65,0.772727272727273,1,0.333333333333333,0.25,0.25,1,0.333333333333333,0.25,0.25,1,0.25,0.75,0,1,0,1,0.25,1,0.68421052631579,0.25,1
revalidateCell,6,1,0,8,1,0,0,8,7,4,0,0,28,59,17,0,1,13,3,0,0,12,12,11,1,55,65,0.739130434782609,1,0.333333333333333,0.25,0.25,1,0.333333333333333,0.25,0.25,1,0.25,0.705882352941176,0,1,0,1,0.25,1,0.639344262295082,0.25,1
getCellFor,4,1,0,5,0,0,0,10,6,4,0,0,22,60,9,3,1,6,1,0,0,10,3,2,0,31,54,0.692307692307692,1,0.5,0.166666666666667,0.333333333333333,1,0.5,0.166666666666667,0.166666666666667,1,0.333333333333333,0.428571428571429,0,0.5,0,1,0.166666666666667,1,0.610169491525424,0.166666666666667,1
shouldAddToGlobal,9,3,0,11,1,0,0,13,1,3,0,1,32,69,7,2,1,2,1,0,0,9,0,3,0,21,24,0.4375,1,1,0.25,0.25,1,0,0.25,0,1,0.25,0,0,0,0,1,0.25,0.291666666666667,0,0.75,0
getOrCreateContentId,8,3,0,5,2,0,0,10,5,3,0,0,26,53,8,1,1,3,1,0,0,7,2,0,1,19,32,0.5,1,0,0.666666666666667,0,0,0,0,0,1,0.333333333333333,1,0,0.666666666666667,0,1,0.666666666666667,1,0,0.333333333333333,0
expandPath,10,4,0,17,0,0,0,21,5,0,0,0,48,153,6,0,1,4,1,0,0,8,2,0,2,18,68,0.375,1,0,1,0,0,0,0,0,1,0.333333333333333,1,0,0.666666666666667,0,1,1,1,0.32,0.666666666666667,1
expandPath,15,2,1,6,4,0,0,19,5,1,0,3,49,90,6,0,1,4,1,0,0,8,2,0,2,18,68,0.285714285714286,1,0,1,0,0,0,0,0,1,0.333333333333333,1,0,0.666666666666667,0,1,1,1,0.571428571428571,0.666666666666667,1
getWorkingDir,10,4,0,17,0,0,0,21,5,0,0,0,48,153,17,2,1,6,4,0,0,19,5,1,3,51,90,0.62962962962963,1,0.5,0.666666666666667,0.333333333333333,1,0,0.166666666666667,0,1,0.166666666666667,1,0.4,0.166666666666667,0.333333333333333,1,0.666666666666667,1,0.576470588235294,0.166666666666667,1
